id,name,address,category,location_type,name_dv,address_dv
"6a61dced-f307-42f9-8484-f72e60fd7ef0","DH. Maaenboodhoo Health Centre","DH. Maaenboodhoo Health Centre, DH.","Health Centre Grade 1","Island",,
"d3a10415-c3b2-405b-9825-159056c719dc","Dh. Meedhoo Health Center","Dh. Meedhoo Health Center, Dhaalu Atoll","Health Centre Grade 3","Resort",,
"5b96a741-4c4a-41ab-bfda-3f35a7330c80","Dhirithi Faruvaa","Dhirithi Faruvaa, Dhirithi","Complementary Medicine Clinic","Island",,
"5d562f95-157d-484d-af5e-cd8147921979","Dhugethi Dhivehibeys clinic","Dhugethi Dhivehibeys clinic, Dhugethi","Traditional Medicine Clinic","Island",,
"77213253-cf01-43a4-ad50-059262a36937","Dhun-nika dhivehibeys clinic","Dhun-nika dhivehibeys clinic","Therapeutic Service Clinic","Island",,
"1aeae32e-de1d-47ab-b8fe-3ad19453b5c7","Dr. Jihad''s Dental and Medical Centre","Dr. Jihad''s Dental and Medical Centre, Dr.","Area Specific Clinic","Island",,
"5c88f6b0-103b-4cc5-b3e5-aee48a659a8d","Dreamland Clinic","Dreamland Clinic, Dreamland","General Clinic","Island",,
"618be9b2-7df6-480a-bba5-41e6932c7fea","Elite Medical Center","Elite Medical Center, Elite","General Clinic","Island",,
"5fa066ba-75b1-42ce-b6bd-165d27345785","Embudu Village Clinic","Embudu Village Clinic, Embudu","General Clinic","Island",,
"718d2b9c-7008-4ec3-ad43-67d5060c62fb","Eri Maldives Clinic","Eri Maldives Clinic, Eri","General Clinic","Island",,
"57ce82a5-b295-4c37-b901-0efceae1dd7f","Eriyadu ClinicClosed","Eriyadu ClinicClosed, Eriyadu","General Clinic","Island",,
"1c597674-b995-4f50-bfa6-33d7302fd952","Esma Dhivehi Beys ClinicClosed","Esma Dhivehi Beys ClinicClosed, Esma","Traditional Medicine Clinic","Island",,
"8f2d207b-fcdc-46b0-9287-60ab56ea0f4e","European Clinic MaldivesClosed","European Clinic MaldivesClosed, European","General Clinic","Island",,
"887e63f6-1683-4ef1-a143-10af30aa7c7b","Eve Clinic Vinares","Eve Clinic Vinares, Eve","General Clinic","Island",,
"93a64186-b2ff-42e7-a35f-4b28edca8c2e","Eye Care Clinic","Eye Care Clinic, Eye","Area Specific Clinic","Island",,
"d327c695-2918-4c24-acd1-bda48a00d3c1","Eye Care Clinic Hulhumale'' Branch","Eye Care Clinic Hulhumale'' Branch, Eye","Area Specific Clinic","Hulhumale",,
"175e9237-5c99-4c85-a3ee-9ddf9411e3b9","Eye Care Clinic, Fareedhee Magu BranchClosed","Eye Care Clinic, Fareedhee Magu BranchClosed, Eye","Area Specific Clinic","Island",,
"148fa813-cb76-4f77-a8e0-f89ead86bf04","Eye Care Opticals","Eye Care Opticals, Eye","Area Specific Clinic","Island",,
"5630ce00-e62e-4d61-be78-b2d00736e7db","F & C Medicare","F & C Medicare, F","General Clinic","Island",,
"fde5f89a-0ae2-4443-8c94-c31cfda3be56","F & C Medicare, Meedhoo","F & C Medicare, Meedhoo, F","General Clinic","Island",,
"68715852-0951-4905-bad4-9b652f32b13d","F. Biledhoo Health Centre","F. Biledhoo Health Centre, Faafu Atoll","Health Centre Grade 2","Resort",,
"4bac4899-0742-4b3f-a5d0-8accb0a64a79","F. Dharanboodhoo Health Centre","F. Dharanboodhoo Health Centre, Faafu Atoll","Health Centre Grade 1","Resort",,
"5f371de8-b6ec-43b3-a4b6-e8a7801311b2","F.Magoodhoo Health Centre","F.Magoodhoo Health Centre, F.Magoodhoo","Health Centre Grade 2","Island",,
"5dcc7745-d094-4596-bcac-1a5973bf55c8","Family Care Clinic and Scan Center","Family Care Clinic and Scan Center, Family","General Clinic","Island",,
"32239c6e-7d37-4986-b976-d49f9e585f23","Family Planning Centre","Family Planning Centre, Family","General Clinic","Island",,
"d506aab8-2985-4fb0-99dd-9180c647519d","Farook HealthCare","Farook HealthCare, Farook","General Clinic","Island",,
"a396323d-3a02-482b-80c3-2d38d8e62e18","Faxys Hijama Clinic","Faxys Hijama Clinic, Faxys","Complementary Medicine Clinic","Island",,
"5f349228-4182-4ae3-94f9-d3a02ff2bfef","Four Seasons Resort Maldives at Kuda Huraa Clinic","Four Seasons Resort Maldives at Kuda Huraa Clinic, Four","General Clinic","Resort",,
"7a09eb93-6866-4435-8ce7-b2647c9c3f90","Fuvahmulah Medical Centre","Fuvahmulah Medical Centre, Fuvahmulah","General Clinic","Island",,
"d1ebc4e6-eca1-42b0-a881-8a7165858c06","GA. Dhevvadhoo Health Centre","GA. Dhevvadhoo Health Centre, GA.","Health Centre Grade 3","Island",,
"f417c735-acd7-46eb-b00e-eaa87c71155c","GA. Kan''dhuhulhudhoo Health Centre","GA. Kan''dhuhulhudhoo Health Centre, GA.","Health Centre Grade 1","Island",,
"b5b3dc16-f338-4331-9f1b-333a76d2a9f6","GA. Kolamafushi Health Centre","GA. Kolamafushi Health Centre, GA.","Health Centre Grade 3","Island",,
"cf797d94-b77a-450d-a752-6881e95d0c60","GA. Kondey Health Centre","GA. Kondey Health Centre, GA.","Health Centre Grade 1","Island",,
"fdc63b76-fe9f-4205-a15f-ba3808cf7040","GA. Maamendhoo Health Centre","GA. Maamendhoo Health Centre, GA.","Health Centre Grade 2","Island",,
"732ee5b6-f285-4042-b687-2c9f6de45694","GA. Nilandhoo Health Centre","GA. Nilandhoo Health Centre, GA.","Health Centre Grade 1","Island",,
"1ecdf95e-699f-4bd4-ab77-8127a5050b11","Gagan Clinic","Gagan Clinic, Gagan","General Clinic","Island",,
"65dcfa91-b673-42e2-a96c-e8b2cd802b6a","Gangehi Clinic","Gangehi Clinic, Gangehi","General Clinic","Island",,
"614132d3-bee4-48e3-9505-efe6721cbec4","GDh. Fares-mathoda Health Centre","GDh. Fares-mathoda Health Centre, Gaafu Dhaalu Atoll","Health Centre Grade 3","Resort",,
"59c4451f-d55e-41db-a9b7-74287cd680eb","GDh. Fiyoaree Health Centre","GDh. Fiyoaree Health Centre, Gaafu Dhaalu Atoll","Health Centre Grade 2","Resort",,
"31f36188-93e3-4ab6-892f-2754441a0f60","GDh. Gahdhoo Health Centre","GDh. Gahdhoo Health Centre, Gaafu Dhaalu Atoll","Health Centre Grade 4","Resort",,
"6142c97e-28a8-4c11-a166-1b08f9ef177d","GDh. Hoadedhoo Health Centre","GDh. Hoadedhoo Health Centre, Gaafu Dhaalu Atoll","Health Centre Grade 2","Resort",,
"fa416e1e-6804-4860-b652-a1037c084bb5","GDh. Madaveli Health Centre","GDh. Madaveli Health Centre, Gaafu Dhaalu Atoll","Health Centre Grade 2","Resort",,
"16abaf57-676f-47a5-91fa-b655e74722b8","GDh. Nadella Health Centre","GDh. Nadella Health Centre, Gaafu Dhaalu Atoll","Health Centre Grade 2","Resort",,
"1b964fe6-75cb-46f8-8982-1a005503d340","Gdh. Rathafandhoo Health Center","Gdh. Rathafandhoo Health Center, Gdh.","Health Centre Grade 2","Island",,
"971342c7-ed11-40bc-a500-9d1571baf8df","GDh. Vaadhoo Health Centre","GDh. Vaadhoo Health Centre, Gaafu Dhaalu Atoll","Health Centre Grade 3","Resort",,
"a8b6f8f4-ddb6-4d55-af3b-466e5afd8c0d","Gili Gets Well","Gili Gets Well, Gili","General Clinic","Island",,
"5c85e772-820e-42c3-b4b9-8411455bfefb","Gnaviyani Atoll Hospital","Gnaviyani Atoll Hospital, Gnaviyani","Hospital Grade 2","Resort",,
"2689ca64-b67e-42e9-a833-6a9806340a72","Grand Clinic","Grand Clinic, Grand","General Clinic","Island",,
"c30d9dea-eda0-4a9a-b0dc-be3d594aa2b3","Guest And Staff Clinic","Guest And Staff Clinic, Guest","General Clinic","Island",,
"3e333d93-121f-476e-9486-2e57e32e0934","Gynova","Gynova","General Clinic","Island",,
"46f2aba7-cf12-473a-bb9a-bce9dd69cbaa","H Dh. Finey Health Center","H Dh. Finey Health Center, H","Health Centre Grade 1","Island",,
"bd60174a-de71-4dff-8288-14a7804723e9","H.a Thakandhoo Health Centre","H.a Thakandhoo Health Centre, H.a","Health Centre Grade 2","Island",,
"01dca602-787d-4444-ac1e-e4eb3d31a6e8","Ha. Atoll Hospital","Ha. Atoll Hospital, Ha.","Hospital Grade 2","Resort",,
"a2f96b9f-bdc9-45ca-a900-2f1d96aa83bc","HA. Baarah Health Centre","HA. Baarah Health Centre, HA.","Health Centre Grade 3","Island",,
"aa7dda7c-a29d-4da5-a996-24aad39d5dcd","Ha. Filladhoo Health Centre","Ha. Filladhoo Health Centre, Ha.","Health Centre Grade 1","Island",,
"78779a98-28af-4fb4-acda-d20cdbf6cf7c","Ha. Hoarafushi Health Centre","Ha. Hoarafushi Health Centre, Ha.","Health Centre Grade 4","Island",,
"c96ec63e-f4ae-4cc1-9cc9-68254e5c815d","Ha. Kela Health Centre","Ha. Kela Health Centre, Ha.","Health Centre Grade 3","Island",,
"b661e0f6-9137-44a5-bb54-827cac5dee84","Ha. Maarandhoo Health Centre","Ha. Maarandhoo Health Centre, Ha.","Health Centre Grade 1","Island",,
"3ea65603-7561-4dfb-88ae-41fed9673c87","Ha. Molhadhoo Health Centre","Ha. Molhadhoo Health Centre, Ha.","Health Centre Grade 1","Island",,
"ac8a83af-d99e-4f6e-a88b-9a7cddd01ced","Ha. Muraidhoo Health Centre","Ha. Muraidhoo Health Centre, Ha.","Health Centre Grade 1","Island",,
"0d5ebc8d-5352-4a2b-862f-338600c3a512","Ha. Thuraakurun Health Centre","Ha. Thuraakurun Health Centre, Ha.","Health Centre Grade 1","Island",,
"2b6e48b9-bed3-49d1-8925-5251f70c9e14","Ha. Uligamu Health Centre","Ha. Uligamu Health Centre, Ha.","Health Centre Grade 1","Island",,
"79007ef0-30cc-426a-b0af-eaca548313f6","Ha. Utheem Health Centre","Ha. Utheem Health Centre, Ha.","Health Centre Grade 2","Island",,
"2d7ebccb-df7a-4539-978e-c655a992caaf","Ha. Vashafaru Health Centre","Ha. Vashafaru Health Centre, Ha.","Health Centre Grade 2","Island",,
"32637ec4-2da0-4cef-924e-7c7073293ec7","Hadh. Hanimaadhoo Health Centre","Hadh. Hanimaadhoo Health Centre, Hadh.","Health Centre Grade 3","Island",,
"44782aae-f3a1-4eb2-b992-e24dd871ed17","HDh. Hirimaradhoo Health Centre","HDh. Hirimaradhoo Health Centre, Haa Dhaalu Atoll","Health Centre Grade 1","Resort",,
"5b7a501d-bc8d-455d-bf3e-cb5c4a4c4772","HDh. Kumundhoo Health Centre","HDh. Kumundhoo Health Centre, Haa Dhaalu Atoll","Health Centre Grade 1","Resort",,
"7c519ecc-dc33-4752-abeb-09c79e3210f7","HDh. kurinbi Health Centre","HDh. kurinbi Health Centre, Haa Dhaalu Atolloll","Health Centre Grade 1","Resort",,
"f582e47c-9161-458b-9bf4-fe37a5a72045","HDh. Makunudhoo Health Centre","HDh. Makunudhoo Health Centre, Haa Dhaalu Atoll","Health Centre Grade 3","Resort",,
"a1871a0c-6b56-4a86-88b8-5e5439590acd","HDh. Naivaadhoo Health Centre","HDh. Naivaadhoo Health Centre, Haa Dhaalu Atoll","Health Centre Grade 1","Resort",,
"9bbc0b7a-67c8-4cec-931f-114ae75dba56","HDh. Nellaidhoo HealthCentre","HDh. Nellaidhoo HealthCentre, Haa Dhaalu Atoll","Health Centre Grade 2","Resort",,
"22fc7cad-13c5-4438-8bf1-f0ae0b3ce98a","HDh. Neykurendhoo Health Centre","HDh. Neykurendhoo Health Centre, Haa Dhaalu Atoll","Health Centre Grade 3","Resort",,
"0e15cf23-9b96-4c51-84ab-d959c98b2e71","HDh. Nolhivaran Health Centre","HDh. Nolhivaran Health Centre, Haa Dhaalu Atoll","Health Centre Grade 3","Resort",,
"a2596541-ac8f-4b55-8d31-f6e9ba7bddec","HDh. Nolhivaranfaru Health Centre","HDh. Nolhivaranfaru Health Centre, Haa Dhaalu Atoll","Health Centre Grade 3","Resort",,
"d0637a65-7428-4b36-bb48-f01835cc9189","HDh. Vaikaradhoo HealthCentre","HDh. Vaikaradhoo HealthCentre, Haa Dhaalu Atoll","Health Centre Grade 3","Resort",,
"8a23898c-5262-44f2-8882-fd30ecfe46e8","Hijama Faruva By Manara Clinic","Hijama Faruva By Manara Clinic, Hijama","Complementary Medicine Clinic","Island",,
"09185dcb-89b3-4a20-9d20-2959c496688b","Hiyaa Medical Center","Hiyaa Medical Center, Hiyaa","General Clinic","Island",,
"89288e29-2cb6-4709-9fa3-ae64d30a6ba0","Holistic Hijama MV","Holistic Hijama MV, Holistic","Complementary Medicine Clinic","Island",,
"23160cad-e5f8-402d-a6cb-cc13cdb2886d","HPSN Medical Clinic","HPSN Medical Clinic, HPSN","General Clinic","Island",,
"12e0040c-3852-4b0f-9efb-cc0c93810ac3","Hulhumale Hospital","Hulhumale Hospital, Hulhumale","Tertiary Hospital","Hulhumale",,
